date,location,new_cases,new_deaths,total_cases,total_deaths,weekly_cases,weekly_deaths,biweekly_cases,biweekly_deaths
5/14/2023,Malaysia,7596,0,5079436,37028,30168,49,41652,85
5/21/2023,Malaysia,12209,42,5091645,37070,39308,91,52319,119
5/28/2023,Malaysia,6439,31,5098084,37101,41173,119,57263,145
6/4/2023,Malaysia,5801,15,5103885,37116,42706,122,61697,159
6/11/2023,Malaysia,4523,10,5108408,37126,41531,115,64782,160
6/18/2023,Malaysia,760,10,5109168,37136,37474,116,63976,169
6/25/2023,Malaysia,3433,11,5112601,37147,40761,119,65561,180
7/2/2023,Malaysia,0,2,5112601,37149,33165,121,63333,170
7/9/2023,Malaysia,2698,7,5115299,37156,23654,86,62962,177
7/16/2023,Malaysia,1548,2,5116847,37158,18763,57,59936,176
7/23/2023,Malaysia,1222,3,5118069,37161,14184,45,56890,167
7/30/2023,Malaysia,1202,1,5119271,37162,10863,36,52394,151
8/6/2023,Malaysia,958,2,5120229,37164,11061,28,48535,144
8/13/2023,Malaysia,934,0,5121163,37164,8562,17,49323,136
8/20/2023,Malaysia,695,0,5121858,37164,9257,15,42422,136
8/27/2023,Malaysia,710,0,5122568,37164,7269,8,30923,94
9/3/2023,Malaysia,1233,3,5123801,37167,6954,9,25717,66
9/10/2023,Malaysia,680,4,5124481,37171,6412,10,20596,55
9/17/2023,Malaysia,728,1,5125209,37172,5938,10,16801,46
9/24/2023,Malaysia,691,0,5125900,37172,5671,8,16732,36
10/1/2023,Malaysia,783,2,5126683,37174,5520,10,14082,27
10/8/2023,Malaysia,933,5,5127616,37179,5758,15,15015,30
10/15/2023,Malaysia,1052,2,5128668,37181,6100,17,13369,25
10/22/2023,Malaysia,1132,3,5129800,37184,5999,17,12953,26
10/29/2023,Malaysia,1339,0,5131139,37184,6658,13,13070,23
11/5/2023,Malaysia,1692,6,5132831,37190,7622,18,13560,28
11/12/2023,Malaysia,1801,1,5134632,37191,8732,19,14403,27
11/19/2023,Malaysia,2305,3,5136937,37194,10254,20,15774,30
11/26/2023,Malaysia,3626,7,5140563,37201,12947,22,18705,37
12/3/2023,Malaysia,6796,6,5147359,37207,18691,26,24791,43
12/10/2023,Malaysia,12757,11,5160116,37218,30316,34,36315,51
12/17/2023,Malaysia,20696,28,5180812,37246,49673,62,56331,75
12/24/2023,Malaysia,25912,22,5206724,37268,73893,78,81515,96
12/31/2023,Malaysia,0,0,5206724,37268,72092,77,80824,96
1/5/2020,Myanmar,0,0,,,,,,
1/12/2020,Myanmar,0,0,,,,,,
1/19/2020,Myanmar,0,0,,,,,,
1/26/2020,Myanmar,0,0,,,,,,
2/2/2020,Myanmar,0,0,,,,,,
2/9/2020,Myanmar,0,0,,,0,0,,
2/16/2020,Myanmar,0,0,,,0,0,,
2/23/2020,Myanmar,0,0,,,0,0,,
3/1/2020,Myanmar,0,0,,,0,0,,
3/8/2020,Myanmar,0,0,,,0,0,,
3/15/2020,Myanmar,0,0,,,0,0,,
3/22/2020,Myanmar,0,0,,,0,0,,
3/29/2020,Myanmar,8,0,8,,8,0,8,0
4/5/2020,Myanmar,13,1,21,1,21,1,21,1
4/12/2020,Myanmar,17,2,38,3,38,3,38,3
4/19/2020,Myanmar,69,2,107,5,107,5,107,5
4/26/2020,Myanmar,39,0,146,5,146,5,146,5
5/3/2020,Myanmar,5,1,151,6,151,6,151,6
5/10/2020,Myanmar,27,0,178,6,178,6,178,6
5/17/2020,Myanmar,6,0,184,6,176,6,184,6
5/24/2020,Myanmar,17,0,201,6,180,5,201,6
5/31/2020,Myanmar,23,0,224,6,186,3,224,6
6/7/2020,Myanmar,18,0,242,6,135,1,242,6
6/14/2020,Myanmar,19,0,261,6,115,1,261,6
6/21/2020,Myanmar,29,0,290,6,139,0,290,6
6/28/2020,Myanmar,9,0,299,6,121,0,299,6
7/5/2020,Myanmar,14,0,313,6,129,0,305,6
7/12/2020,Myanmar,18,0,331,6,130,0,310,5
7/19/2020,Myanmar,10,0,341,6,117,0,303,3
7/26/2020,Myanmar,9,0,350,6,108,0,243,1
8/2/2020,Myanmar,3,0,353,6,92,0,207,1
8/9/2020,Myanmar,7,0,360,6,70,0,209,0
8/16/2020,Myanmar,14,0,374,6,75,0,196,0
8/23/2020,Myanmar,70,0,444,6,131,0,260,0
8/30/2020,Myanmar,331,0,775,6,444,0,574,0
9/6/2020,Myanmar,644,2,1419,8,1078,2,1195,2
9/13/2020,Myanmar,1513,12,2932,20,2582,14,2690,14
9/20/2020,Myanmar,2331,69,5263,89,4910,83,5002,83
9/27/2020,Myanmar,4728,109,9991,198,9631,192,9701,192
10/4/2020,Myanmar,6512,173,16503,371,16129,365,16204,365
10/11/2020,Myanmar,9561,227,26064,598,25620,592,25751,592
10/18/2020,Myanmar,8811,240,34875,838,34100,832,34544,832
10/25/2020,Myanmar,8913,228,43788,1066,42369,1058,43447,1060
11/1/2020,Myanmar,8918,171,52706,1237,49774,1217,52356,1231
11/8/2020,Myanmar,7642,159,60348,1396,55085,1307,59995,1390
11/15/2020,Myanmar,7530,156,67878,1552,57887,1354,67518,1546
11/22/2020,Myanmar,9970,170,77848,1722,61345,1351,77474,1716
11/29/2020,Myanmar,10129,165,87977,1887,61913,1289,87533,1881
12/6/2020,Myanmar,10070,194,98047,2081,63172,1243,97272,2075
12/13/2020,Myanmar,9168,164,107215,2245,63427,1179,105796,2237
12/20/2020,Myanmar,7972,179,115187,2424,62481,1187,112255,2404
12/27/2020,Myanmar,6699,177,121886,2601,61538,1205,116623,2512
1/3/2021,Myanmar,4459,127,126345,2728,58467,1176,116354,2530
1/10/2021,Myanmar,4259,118,130604,2846,52756,1124,114101,2475
1/17/2021,Myanmar,3714,109,134318,2955,46341,1068,108254,2357
1/24/2021,Myanmar,3256,107,137574,3062,39527,981,102699,2224
1/31/2021,Myanmar,2571,69,140145,3131,32930,886,96357,2065
2/7/2021,Myanmar,1159,37,141304,3168,26117,744,88598,1931
2/14/2021,Myanmar,297,21,141601,3189,19715,588,81253,1793
2/21/2021,Myanmar,149,7,141750,3196,15405,468,73872,1644
2/28/2021,Myanmar,146,3,141896,3199,11292,353,64048,1477
3/7/2021,Myanmar,138,1,142034,3200,7716,245,54057,1313
3/14/2021,Myanmar,113,2,142147,3202,4573,140,44100,1121
3/21/2021,Myanmar,65,2,142212,3204,2067,73,34997,959
3/28/2021,Myanmar,173,2,142385,3206,1081,38,27198,782
4/4/2021,Myanmar,126,0,142511,3206,910,17,20625,605
4/11/2021,Myanmar,76,0,142587,3206,837,10,16242,478
4/18/2021,Myanmar,57,0,142644,3206,748,7,12040,360
4/25/2021,Myanmar,78,1,142722,3207,688,7,8404,252
5/2/2021,Myanmar,116,2,142838,3209,691,7,5264,147
5/9/2021,Myanmar,116,1,142954,3210,742,6,2809,79
5/16/2021,Myanmar,111,2,143065,3212,680,6,1761,44
5/23/2021,Myanmar,169,4,143234,3216,723,10,1633,27
5/30/2021,Myanmar,337,0,143571,3216,984,10,1821,20
6/6/2021,Myanmar,746,9,144317,3225,1673,19,2421,26
6/13/2021,Myanmar,1286,19,145603,3244,2881,37,3569,44
6/20/2021,Myanmar,2419,18,148022,3262,5184,53,5875,60
6/27/2021,Myanmar,5138,35,153160,3297,10206,87,10948,93
7/4/2021,Myanmar,12245,122,165405,3419,22340,207,23020,213
7/11/2021,Myanmar,26808,419,192213,3838,48979,622,49702,632
7/18/2021,Myanmar,37308,1162,229521,5000,85950,1784,86934,1794
7/25/2021,Myanmar,40004,2111,269525,7111,125208,3886,126881,3905
8/1/2021,Myanmar,33140,2620,302665,9731,157062,6487,159943,6524
8/8/2021,Myanmar,26851,2045,329516,11776,181494,8514,186678,8567
8/15/2021,Myanmar,24763,1487,354279,13263,201119,9966,211325,10053
8/22/2021,Myanmar,19406,1111,373685,14374,208280,10955,230620,11162
8/29/2021,Myanmar,18615,809,392300,15183,200087,11345,249066,11967
9/5/2021,Myanmar,23116,708,415416,15891,185895,10891,271845,12675
9/12/2021,Myanmar,16417,639,431833,16530,162308,9419,287516,13305
9/19/2021,Myanmar,14740,543,446573,17073,143908,7342,300970,13829
9/26/2021,Myanmar,11581,454,458154,17527,128638,5751,310132,14265
10/3/2021,Myanmar,10309,356,468463,17883,114184,4620,315303,14586
10/10/2021,Myanmar,10188,251,478651,18134,104966,3760,313246,14715
10/17/2021,Myanmar,9202,225,487853,18359,95553,3176,295640,14521
10/24/2021,Myanmar,6410,179,494263,18538,78847,2647,264742,13538
10/31/2021,Myanmar,5810,159,500073,18697,68240,2167,230548,11586
11/7/2021,Myanmar,6743,124,506816,18821,60243,1748,204151,9090
11/14/2021,Myanmar,6446,108,513262,18929,55108,1402,183746,7153
11/21/2021,Myanmar,4660,96,517922,19025,49459,1142,163643,5762
11/28/2021,Myanmar,3639,63,521561,19088,42910,954,147876,4714
12/5/2021,Myanmar,2846,53,524407,19141,36554,782,132107,3958
12/12/2021,Myanmar,2254,42,526661,19183,32398,645,111245,3292
12/19/2021,Myanmar,1592,37,528253,19220,28180,523,96420,2690
12/26/2021,Myanmar,1360,34,529613,19254,22797,433,83040,2181
1/2/2022,Myanmar,1412,20,531025,19274,17763,345,72871,1747
1/9/2022,Myanmar,1037,17,532062,19291,14140,266,63599,1408
1/16/2022,Myanmar,1082,11,533144,19302,11583,214,54493,1168
1/23/2022,Myanmar,927,8,534071,19310,9664,169,46218,951
1/30/2022,Myanmar,1183,0,535254,19310,8593,127,40991,772
2/6/2022,Myanmar,2647,0,537901,19310,9648,90,37828,613
2/13/2022,Myanmar,8870,0,546771,19310,17158,56,39955,489
2/20/2022,Myanmar,18896,21,565667,19331,34642,57,52405,402
2/27/2022,Myanmar,20531,34,586198,19365,54136,74,68276,340
3/6/2022,Myanmar,12248,24,598446,19389,65302,87,76885,301
3/13/2022,Myanmar,6901,20,605347,19409,71276,99,80940,268
3/20/2022,Myanmar,3643,16,608990,19425,73736,115,82329,242
3/27/2022,Myanmar,1868,5,610858,19430,72957,120,82605,210
4/3/2022,Myanmar,1017,3,611875,19433,65104,123,82262,179
4/10/2022,Myanmar,466,1,612341,19434,46674,103,81316,160
4/17/2022,Myanmar,224,0,612565,19434,26367,69,80503,143
4/24/2022,Myanmar,184,0,612749,19434,14303,45,79605,132
5/1/2022,Myanmar,151,0,612900,19434,7553,25,78829,124
5/8/2022,Myanmar,153,0,613053,19434,4063,9,77799,124
5/15/2022,Myanmar,87,0,613140,19434,2282,4,75239,124
5/22/2022,Myanmar,82,0,613222,19434,1347,1,66451,124
5/29/2022,Myanmar,93,0,613315,19434,974,0,47648,103
6/5/2022,Myanmar,67,0,613382,19434,817,0,27184,69
6/12/2022,Myanmar,61,0,613443,19434,694,0,14997,45
6/19/2022,Myanmar,47,0,613490,19434,590,0,8143,25
6/26/2022,Myanmar,66,0,613556,19434,503,0,4566,9
7/3/2022,Myanmar,92,0,613648,19434,508,0,2790,4
7/10/2022,Myanmar,88,0,613736,19434,514,0,1861,1
7/17/2022,Myanmar,80,0,613816,19434,501,0,1475,0
7/24/2022,Myanmar,135,0,613951,19434,569,0,1386,0
7/31/2022,Myanmar,141,0,614092,19434,649,0,1343,0
8/7/2022,Myanmar,106,0,614198,19434,708,0,1298,0
8/14/2022,Myanmar,191,1,614389,19435,833,1,1336,1
8/21/2022,Myanmar,265,2,614654,19437,1006,3,1514,3
8/28/2022,Myanmar,308,0,614962,19437,1226,3,1740,3
9/4/2022,Myanmar,597,3,615559,19440,1743,6,2244,6
9/11/2022,Myanmar,1293,2,616852,19442,2901,8,3470,8
9/18/2022,Myanmar,2046,4,618898,19446,4806,12,5455,12
9/25/2022,Myanmar,2504,9,621402,19455,7204,21,7912,21
10/2/2022,Myanmar,2512,6,623914,19461,9525,26,10358,27
10/9/2022,Myanmar,2544,6,626458,19467,11804,30,12810,33
10/16/2022,Myanmar,2119,3,628577,19470,13615,33,14841,36
10/23/2022,Myanmar,2026,6,630603,19476,15044,36,16787,42
10/30/2022,Myanmar,1022,6,631625,19482,14773,40,17674,48
11/6/2022,Myanmar,649,3,632274,19485,13376,39,18182,51
11/13/2022,Myanmar,405,1,632679,19486,11277,31,18481,52
11/20/2022,Myanmar,326,1,633005,19487,9091,26,18616,52
11/27/2022,Myanmar,162,1,633167,19488,6709,21,18513,51
12/4/2022,Myanmar,151,0,633318,19488,4741,18,18356,51
12/11/2022,Myanmar,139,0,633457,19488,2854,12,17898,48
12/18/2022,Myanmar,98,0,633555,19488,1930,6,16703,46
12/25/2022,Myanmar,57,2,633612,19490,1338,5,14714,44
1/1/2023,Myanmar,73,0,633685,19490,1006,4,12283,35
1/8/2023,Myanmar,32,0,633717,19490,712,3,9803,29
1/15/2023,Myanmar,33,0,633750,19490,583,2,7292,23
1/22/2023,Myanmar,51,0,633801,19490,483,2,5224,20
1/29/2023,Myanmar,18,0,633819,19490,362,2,3216,14
2/5/2023,Myanmar,23,0,633842,19490,287,2,2217,8
2/12/2023,Myanmar,24,0,633866,19490,254,0,1592,5
2/19/2023,Myanmar,35,0,633901,19490,216,0,1222,4
2/26/2023,Myanmar,10,0,633911,19490,194,0,906,3
3/5/2023,Myanmar,35,0,633946,19490,196,0,779,2
3/12/2023,Myanmar,9,0,633955,19490,154,0,637,2
3/19/2023,Myanmar,37,0,633992,19490,173,0,535,2
3/26/2023,Myanmar,81,0,634073,19490,231,0,518,2
4/2/2023,Myanmar,12,0,634085,19490,219,0,473,0
4/9/2023,Myanmar,13,0,634098,19490,197,0,413,0
4/16/2023,Myanmar,62,0,634160,19490,249,0,443,0
4/23/2023,Myanmar,189,0,634349,19490,403,0,599,0
4/30/2023,Myanmar,528,2,634877,19492,922,2,1076,2
5/7/2023,Myanmar,1154,0,636031,19492,2039,2,2212,2
5/14/2023,Myanmar,1218,2,637249,19494,3176,4,3407,4
5/21/2023,Myanmar,785,0,638034,19494,3949,4,4168,4
5/28/2023,Myanmar,634,0,638668,19494,4570,4,4767,4
6/4/2023,Myanmar,507,0,639175,19494,5015,4,5264,4
6/11/2023,Myanmar,487,0,639662,19494,5313,4,5716,4
6/18/2023,Myanmar,387,0,640049,19494,5172,2,6094,4
6/25/2023,Myanmar,253,0,640302,19494,4271,2,6310,4
7/2/2023,Myanmar,194,0,640496,19494,3247,0,6423,4
7/9/2023,Myanmar,263,0,640759,19494,2725,0,6674,4
7/16/2023,Myanmar,127,0,640886,19494,2218,0,6788,4
7/23/2023,Myanmar,91,0,640977,19494,1802,0,6817,4
7/30/2023,Myanmar,79,0,641056,19494,1394,0,6707,4
8/6/2023,Myanmar,34,0,641090,19494,1041,0,6213,2
8/13/2023,Myanmar,41,0,641131,19494,829,0,5100,2
8/20/2023,Myanmar,17,0,641148,19494,652,0,3899,0
8/27/2023,Myanmar,19,0,641167,19494,408,0,3133,0
9/3/2023,Myanmar,21,0,641188,19494,302,0,2520,0
9/10/2023,Myanmar,26,0,641214,19494,237,0,2039,0
9/17/2023,Myanmar,11,0,641225,19494,169,0,1563,0
9/24/2023,Myanmar,28,0,641253,19494,163,0,1204,0
10/1/2023,Myanmar,27,0,641280,19494,149,0,978,0
10/8/2023,Myanmar,27,0,641307,19494,159,0,811,0
10/15/2023,Myanmar,17,0,641324,19494,157,0,565,0
10/22/2023,Myanmar,11,0,641335,19494,147,0,449,0
10/29/2023,Myanmar,6,0,641341,19494,127,0,364,0
11/5/2023,Myanmar,15,0,641356,19494,131,0,300,0
11/12/2023,Myanmar,10,0,641366,19494,113,0,276,0
11/19/2023,Myanmar,8,0,641374,19494,94,0,243,0
11/26/2023,Myanmar,2,0,641376,19494,69,0,228,0
12/3/2023,Myanmar,7,0,641383,19494,59,0,216,0
12/10/2023,Myanmar,3,0,641386,19494,51,0,198,0
12/17/2023,Myanmar,7,0,641393,19494,52,0,179,0
12/24/2023,Myanmar,29,0,641422,19494,66,0,197,0
12/31/2023,Myanmar,0,0,641422,19494,56,0,169,0
1/5/2020,Philippines,0,0,,,,,,
1/12/2020,Philippines,0,0,,,,,,
1/19/2020,Philippines,0,0,,,,,,
1/26/2020,Philippines,0,0,,,,,,
2/2/2020,Philippines,1,1,1,1,,,,
2/9/2020,Philippines,2,0,3,1,3,1,,
2/16/2020,Philippines,0,0,3,1,3,1,,
2/23/2020,Philippines,0,0,3,1,3,1,,
3/1/2020,Philippines,0,0,3,1,3,1,,
3/8/2020,Philippines,3,0,6,1,6,1,,
3/15/2020,Philippines,105,10,111,11,111,11,,
3/22/2020,Philippines,196,14,307,25,306,24,,
3/29/2020,Philippines,768,43,1075,68,1072,67,1075,68
4/5/2020,Philippines,2019,76,3094,144,3091,143,3094,144
4/12/2020,Philippines,1334,103,4428,247,4425,246,4428,247
4/19/2020,Philippines,1659,150,6087,397,6084,396,6087,397
4/26/2020,Philippines,1207,97,7294,494,7288,493,7294,494
5/3/2020,Philippines,1634,109,8928,603,8817,592,8928,603
5/10/2020,Philippines,1682,101,10610,704,10303,679,10609,703
5/17/2020,Philippines,1695,113,12305,817,11230,749,12302,816
5/24/2020,Philippines,1472,46,13777,863,10683,719,13774,862
5/31/2020,Philippines,3447,87,17224,950,12796,703,17221,949
6/7/2020,Philippines,4116,44,21340,994,15253,597,21337,993
6/14/2020,Philippines,4051,81,25391,1075,18097,581,25385,1074
6/21/2020,Philippines,4008,75,29399,1150,20471,547,29288,1139
6/28/2020,Philippines,5403,86,34802,1236,24192,532,34495,1211
7/5/2020,Philippines,7028,54,41830,1290,29525,473,40755,1222
7/12/2020,Philippines,12305,82,54135,1372,40358,509,51041,1228
7/19/2020,Philippines,11080,401,65215,1773,47991,823,60787,1526
7/26/2020,Philippines,13123,124,78338,1897,56998,903,72251,1500
8/2/2020,Philippines,19815,142,98153,2039,72762,964,90859,1545
8/9/2020,Philippines,28651,170,126804,2209,97405,1059,117876,1606
8/16/2020,Philippines,31114,391,157918,2600,123116,1364,147308,1896
8/23/2020,Philippines,29305,366,187223,2966,145393,1676,174918,2149
8/30/2020,Philippines,25889,453,213112,3419,158977,2047,199335,2556
9/6/2020,Philippines,21414,371,234526,3790,169311,2017,217302,2840
9/13/2020,Philippines,23337,502,257863,4292,179525,2395,236523,3298
9/20/2020,Philippines,25568,638,283431,4930,185278,2891,258040,3855
9/27/2020,Philippines,17800,354,301231,5284,174427,3075,271832,4134
10/4/2020,Philippines,18076,394,319307,5678,161389,3078,284505,4442
10/11/2020,Philippines,17532,560,336839,6238,149616,3272,295009,4948
10/18/2020,Philippines,17414,365,354253,6603,141141,3184,300118,5231
10/25/2020,Philippines,13552,331,367805,6934,133279,3144,302590,5161
11/1/2020,Philippines,12912,287,380717,7221,122854,2929,302379,5324
11/8/2020,Philippines,13236,264,393953,7485,110522,2555,295800,5446
11/15/2020,Philippines,12355,306,406308,7791,105077,2507,279504,5582
11/22/2020,Philippines,10542,289,416850,8080,97543,2402,258932,5480
11/29/2020,Philippines,10940,253,427790,8333,90951,2095,240567,5367
12/6/2020,Philippines,10276,193,438066,8526,83813,1923,224954,5107
12/13/2020,Philippines,10265,204,448331,8730,80526,1796,213805,4940
12/20/2020,Philippines,9704,181,458035,8911,77318,1690,200172,4619
12/27/2020,Philippines,10968,156,469003,9067,75050,1582,185572,4137
1/3/2021,Philippines,8799,186,477802,9253,71494,1462,176571,3969
1/10/2021,Philippines,9882,145,487684,9398,70834,1318,168377,3720
1/17/2021,Philippines,12889,486,500573,9884,72783,1551,163734,3646
1/24/2021,Philippines,13046,306,513619,10190,75553,1664,159366,3587
1/31/2021,Philippines,11995,479,525614,10669,77283,1939,157809,3735
2/7/2021,Philippines,11691,441,537305,11110,79270,2199,156588,3889
2/14/2021,Philippines,11870,397,549175,11507,80172,2440,155222,4022
2/21/2021,Philippines,11993,561,561168,12068,83366,2815,154860,4277
2/28/2021,Philippines,15176,221,576344,12289,88660,2891,159494,4209
3/7/2021,Philippines,18063,176,594407,12465,93834,2581,166617,4132
3/14/2021,Philippines,27082,301,621489,12766,107870,2576,183423,4240
3/21/2021,Philippines,42284,164,663773,12930,138159,2261,215442,4200
3/28/2021,Philippines,58105,229,721878,13159,184573,2049,263843,4248
4/4/2021,Philippines,73165,264,795043,13423,245868,1916,326040,4356
4/11/2021,Philippines,69804,1321,864847,14744,303679,2676,387045,5491
4/18/2021,Philippines,71270,1066,936117,15810,359773,3521,448433,6412
4/25/2021,Philippines,61382,864,997499,16674,403092,4209,496926,6790
5/2/2021,Philippines,57471,757,1054970,17431,433481,4665,541351,7241
5/9/2021,Philippines,47010,1041,1101980,18472,438207,5542,576366,7803
5/16/2021,Philippines,41966,719,1143946,19191,422068,6032,606641,8081
5/23/2021,Philippines,35845,760,1179791,19951,384748,6528,630616,8444
5/30/2021,Philippines,43826,909,1223617,20860,358770,6116,662449,8792
6/6/2021,Philippines,45848,1038,1269465,21898,333348,6088,693121,9609
6/13/2021,Philippines,46162,890,1315627,22788,318128,6114,721220,10323
6/20/2021,Philippines,43363,833,1358990,23621,304020,6190,737501,10855
6/27/2021,Philippines,38994,751,1397984,24372,296004,5900,734211,11442
7/4/2021,Philippines,38370,777,1436354,25149,292408,5958,714476,11990
7/11/2021,Philippines,36509,766,1472863,25915,293072,5964,677820,12492
7/18/2021,Philippines,34882,799,1507745,26714,284128,5854,642898,11970
7/25/2021,Philippines,40987,510,1548732,27224,279267,5326,612615,11414
8/1/2021,Philippines,48863,792,1597595,28016,281968,5228,600096,11342
8/8/2021,Philippines,61219,1106,1658814,29122,299824,5501,603844,11691
8/15/2021,Philippines,82422,1218,1741236,30340,343252,5968,639256,11868
8/22/2021,Philippines,98078,1470,1839314,31810,402960,6661,695368,12619
8/29/2021,Philippines,114522,1299,1953836,33109,480973,7194,774045,13158
9/5/2021,Philippines,127080,1125,2080916,34234,573171,7520,857299,13374
9/12/2021,Philippines,146410,911,2227326,35145,678594,7921,957861,13247
9/19/2021,Philippines,139353,1643,2366679,36788,769084,8772,1051052,14000
9/26/2021,Philippines,124120,617,2490799,37405,831985,8283,1131809,13784
10/3/2021,Philippines,102493,1363,2593292,38768,852056,8428,1195308,14396
10/10/2021,Philippines,73230,856,2666522,39624,827208,7814,1230168,14475
10/17/2021,Philippines,53821,1051,2720343,40675,766507,7566,1247480,14760
10/24/2021,Philippines,36559,1118,2756902,41793,675986,7559,1249157,15079
10/31/2021,Philippines,30356,1379,2787258,43172,559932,8027,1238526,15948
11/7/2021,Philippines,15949,1258,2803207,44430,436528,7642,1205612,16414
11/14/2021,Philippines,13757,1151,2816964,45581,326165,8176,1158150,16459
11/21/2021,Philippines,8905,1493,2825869,47074,232577,8306,1084633,16734
11/28/2021,Philippines,5841,1287,2831710,48361,165188,8737,992396,16551
12/5/2021,Philippines,2901,1025,2834611,49386,114268,8711,880775,16277
12/12/2021,Philippines,1832,894,2836443,50280,79541,8487,755527,16046
12/19/2021,Philippines,1019,459,2837462,50739,50204,7567,610136,15594
12/26/2021,Philippines,1012,461,2838474,51200,35267,6770,471795,14412
1/2/2022,Philippines,13261,370,2851735,51570,34771,5989,360936,14165
1/9/2022,Philippines,113626,580,2965361,52150,139492,5076,372069,13382
1/16/2022,Philippines,239943,757,3205304,52907,373594,4546,538782,13283
1/23/2022,Philippines,211814,565,3417118,53472,582507,4086,696775,12797
1/30/2022,Philippines,128538,419,3545656,53891,709213,3611,788754,12098
2/6/2022,Philippines,63896,635,3609552,54526,772090,3787,822294,11354
2/13/2022,Philippines,27660,404,3637212,54930,798738,3730,834005,10500
2/20/2022,Philippines,14887,754,3652099,55684,800364,4114,835135,10103
2/27/2022,Philippines,8947,717,3661046,56401,695685,4251,835177,9327
3/6/2022,Philippines,6489,622,3667535,57023,462231,4116,835825,8662
3/13/2022,Philippines,3204,587,3670739,57610,253621,4138,836128,8224
3/20/2022,Philippines,3540,653,3674279,58263,128623,4372,837836,7983
3/27/2022,Philippines,2710,752,3676989,59015,67437,4489,839527,8276
4/3/2022,Philippines,2186,328,3679175,59343,41963,4413,840701,8143
4/10/2022,Philippines,1871,426,3681046,59769,28947,4085,829311,8199
4/17/2022,Philippines,1647,200,3682693,59969,21647,3568,717332,7819
4/24/2022,Philippines,1437,213,3684130,60182,16595,3159,478826,7275
5/1/2022,Philippines,1377,215,3685507,60397,14768,2787,268389,6925
5/8/2022,Philippines,1117,42,3686624,60439,12345,2176,140968,6548
5/15/2022,Philippines,1105,13,3687729,60452,10740,1437,78177,5926
5/22/2022,Philippines,1212,3,3688941,60455,9766,1112,51729,5525
5/29/2022,Philippines,1313,0,3690254,60455,9208,686,38155,4771
6/5/2022,Philippines,1291,1,3691545,60456,8852,487,30499,4055
6/12/2022,Philippines,1677,5,3693222,60461,9092,279,25687,3438
6/19/2022,Philippines,3042,6,3696264,60467,10757,70,25525,2857
6/26/2022,Philippines,4612,51,3700876,60518,14252,79,26597,2255
7/3/2022,Philippines,6072,84,3706948,60602,19219,150,29959,1587
7/10/2022,Philippines,9501,38,3716449,60640,27508,185,37274,1297
7/17/2022,Philippines,14092,1,3730541,60641,40287,186,49495,872
7/24/2022,Philippines,18336,53,3748877,60694,57332,238,66184,725
7/31/2022,Philippines,23591,43,3772468,60737,79246,276,88338,555
8/7/2022,Philippines,26866,100,3799334,60837,103070,370,113827,440
8/14/2022,Philippines,28425,241,3827759,61078,126883,560,141135,639
8/21/2022,Philippines,24402,308,3852161,61386,145213,784,164432,934
8/28/2022,Philippines,20162,334,3872323,61720,155874,1080,183382,1265
9/4/2022,Philippines,16774,342,3889097,62062,158556,1421,198843,1607
9/11/2022,Philippines,17160,280,3906257,62342,157380,1648,214712,1886
9/18/2022,Philippines,12069,245,3918326,62587,145858,1850,225104,2126
9/25/2022,Philippines,16357,232,3934683,62819,135349,1982,238419,2352
10/2/2022,Philippines,17086,223,3951769,63042,124010,1964,250893,2524
10/9/2022,Philippines,13995,255,3965764,63297,113603,1911,258816,2695
10/16/2022,Philippines,14880,250,3980644,63547,108321,1827,264195,2907
10/23/2022,Philippines,12405,267,3993049,63814,103952,1752,262508,3173
10/30/2022,Philippines,9040,260,4002089,64074,95832,1732,253212,3380
11/6/2022,Philippines,6367,217,4008456,64291,90130,1704,235988,3554
11/13/2022,Philippines,7939,114,4016395,64405,81712,1586,217061,3568
11/20/2022,Philippines,8459,80,4024854,64485,73085,1443,197095,3407
11/27/2022,Philippines,7502,123,4032356,64608,66592,1311,180195,3222
12/4/2022,Philippines,7494,142,4039850,64750,59206,1203,167527,3030
12/11/2022,Philippines,8058,152,4047908,64902,54859,1088,158811,2840
12/18/2022,Philippines,7358,192,4055266,65094,53177,1020,149009,2752
12/25/2022,Philippines,4103,168,4059369,65262,50913,971,141043,2675
1/1/2023,Philippines,3290,153,4062659,65415,46264,1010,127976,2596
1/8/2023,Philippines,4552,36,4067211,65451,42357,966,115442,2409
1/15/2023,Philippines,2797,0,4070008,65451,37652,843,104244,2154
1/22/2023,Philippines,1556,0,4071564,65451,31714,701,90920,1904
1/29/2023,Philippines,1181,0,4072745,65451,24837,549,79696,1637
2/5/2023,Philippines,1045,400,4073790,65851,18524,757,71701,1777
2/12/2023,Philippines,678,98,4074468,65949,15099,687,66012,1658
2/19/2023,Philippines,914,72,4075382,66021,12723,606,58987,1616
2/26/2023,Philippines,738,76,4076120,66097,8909,646,51266,1612
3/5/2023,Philippines,738,56,4076858,66153,6850,702,44502,1545
3/12/2023,Philippines,890,57,4077748,66210,6184,759,37898,1460
3/19/2023,Philippines,1061,62,4078809,66272,6064,821,30901,1370
3/26/2023,Philippines,1163,60,4079972,66332,6182,481,24706,1238
4/2/2023,Philippines,1541,58,4081513,66390,7045,441,22144,1128
4/9/2023,Philippines,1988,30,4083501,66420,8119,399,20842,1005
4/16/2023,Philippines,2025,19,4085526,66439,9406,342,18315,988
4/23/2023,Philippines,2438,5,4087964,66444,11106,291,17956,993
